Vehicle_Type,Vehicle_Age,Odometer,Maintenance_Count,Repair_Type,Severity,Parts_Available,Technician_Experience,Workshop_Load,Repair_Time_Hours
Bus,4,163991,4,Oil Change,High,1,1,8,37.52
Van,11,391902,2,Brake Repair,Low,0,15,8,37.53
Van,9,310820,5,Transmission Repair,High,1,5,9,88.85
Bus,5,237133,9,Transmission Repair,Low,0,7,4,77.91
Mini Truck,4,116661,8,Oil Change,Medium,1,2,2,16.15
Van,1,37716,2,Brake Repair,High,0,4,7,58.96
Mini Truck,12,374846,14,Oil Change,High,0,13,4,64.98
Truck,10,253725,4,Electrical Repair,Medium,0,6,8,52.3
Truck,7,274623,4,Transmission Repair,High,0,4,3,92.4
Bus,11,505095,0,Battery Replacement,Low,0,10,9,43.34
Van,3,146712,5,Oil Change,Low,0,7,9,48.86
Truck,10,438870,5,Electrical Repair,Medium,0,3,2,49.24
Truck,7,175896,1,Suspension Repair,High,0,14,4,48.46
Truck,1,46261,7,Suspension Repair,Medium,1,8,4,23.75
Mini Truck,10,315547,11,Battery Replacement,Medium,0,8,9,57.84
Van,3,112599,10,Tyre Replacement,Medium,1,15,3,16.52
Bus,12,310977,13,Transmission Repair,Low,0,8,7,101.63
Van,7,207774,11,Engine Repair,Medium,1,15,7,57.54
Mini Truck,12,537141,14,Suspension Repair,Medium,1,6,6,44.59
Mini Truck,3,144459,3,Engine Repair,Low,0,10,4,63.7
Mini Truck,9,425271,13,Electrical Repair,High,1,4,7,54.68
Van,8,228481,14,Transmission Repair,High,1,1,4,85.84
Van,6,294623,14,Tyre Replacement,High,1,15,9,43.88
Mini Truck,3,133062,0,Engine Repair,Medium,0,5,10,75.77
Mini Truck,10,454959,6,Tyre Replacement,Medium,1,8,4,28.55
Van,8,282893,16,Oil Change,High,0,13,2,47.77
Truck,1,26728,5,Brake Repair,Medium,1,4,3,18.67
Van,5,235189,1,Electrical Repair,High,1,10,8,39.2
Mini Truck,6,195932,4,Transmission Repair,Low,0,15,3,69.85
Mini Truck,2,84885,9,Suspension Repair,Low,1,12,5,21.3
Van,2,93507,2,Battery Replacement,Low,0,3,7,38.08
Mini Truck,8,244684,0,Electrical Repair,Medium,0,8,1,50.32
Bus,6,172284,14,Electrical Repair,Low,0,3,10,53.39
Mini Truck,3,89545,10,Engine Repair,High,1,5,2,63.3
Bus,10,459536,15,Oil Change,High,1,3,6,47.26
Bus,4,167295,4,Clutch Repair,Low,1,6,3,25.86
Truck,11,400202,9,Transmission Repair,Medium,1,6,1,71.38
Bus,12,540169,2,Electrical Repair,High,0,3,10,64.85
Truck,5,174895,3,Battery Replacement,Medium,1,1,5,23.09
Mini Truck,6,246152,12,Clutch Repair,Medium,1,12,6,37.57
Van,6,218573,8,Engine Repair,Medium,1,5,2,53.84
Mini Truck,11,319457,10,Clutch Repair,Low,0,13,3,52.57
Van,2,61606,5,Brake Repair,Low,0,13,2,20.12
Truck,12,307050,10,Brake Repair,Low,1,11,6,25.72
Truck,10,281975,1,Tyre Replacement,Low,0,3,2,30.75
Truck,7,236099,6,Oil Change,High,0,7,6,64.32
Van,8,251720,15,Tyre Replacement,Medium,1,12,10,34.32
Truck,8,248477,16,Oil Change,Low,0,4,5,40.76
Van,12,365017,2,Engine Repair,Low,1,13,4,51.52
Van,7,341539,9,Suspension Repair,High,1,4,7,53.23
Bus,6,213116,8,Oil Change,High,1,5,3,33.65
Truck,1,27057,7,Electrical Repair,High,0,10,7,49.19
Mini Truck,1,49388,1,Electrical Repair,High,1,12,10,37.34
Truck,10,318796,10,Battery Replacement,Medium,1,6,8,35.99
Bus,8,282175,6,Engine Repair,High,0,1,6,98.36
Mini Truck,8,285031,12,Battery Replacement,Medium,1,3,3,24.0
Mini Truck,7,181417,4,Electrical Repair,Medium,0,7,6,42.63
Mini Truck,11,365586,4,Tyre Replacement,Low,0,1,7,52.92
Van,5,169212,3,Oil Change,Medium,1,3,5,16.15
Bus,4,124896,7,Battery Replacement,Medium,1,14,3,15.94
Mini Truck,11,306331,11,Brake Repair,Low,1,12,8,27.89
Bus,3,105821,8,Battery Replacement,Low,1,8,1,7.38
Bus,11,358153,10,Transmission Repair,High,1,10,2,82.65
Van,9,298897,10,Electrical Repair,High,0,6,10,79.17
Truck,1,39649,5,Suspension Repair,Low,0,6,4,41.92
Mini Truck,5,197744,5,Electrical Repair,High,0,15,3,53.51
Van,12,424265,7,Battery Replacement,High,1,15,1,33.67
Bus,9,250056,12,Tyre Replacement,High,1,2,9,47.08
Mini Truck,8,357967,8,Brake Repair,Medium,1,13,4,27.46
Bus,12,375016,11,Oil Change,Medium,0,4,1,49.78
Bus,10,376498,17,Tyre Replacement,Medium,1,8,6,31.99
Van,11,373668,19,Brake Repair,Medium,0,12,4,64.61
Bus,4,149284,6,Oil Change,Medium,1,4,3,16.92
Bus,1,25944,6,Brake Repair,Medium,1,13,3,16.38
Mini Truck,11,475288,17,Tyre Replacement,High,1,13,6,46.39
Truck,5,184761,4,Engine Repair,High,1,5,3,67.42
Van,6,154444,1,Oil Change,Medium,1,6,3,15.9
Bus,12,496623,17,Oil Change,High,1,11,6,45.77
Mini Truck,3,117809,9,Oil Change,High,1,6,10,38.64
Truck,9,239643,4,Battery Replacement,Low,0,3,3,30.69
Van,12,423214,2,Electrical Repair,Medium,1,2,7,38.73
Bus,2,82273,6,Clutch Repair,Low,1,11,7,24.89
Van,9,440704,2,Engine Repair,Medium,0,2,5,77.2
Van,1,46127,8,Oil Change,Low,0,8,1,16.23
Van,4,120005,2,Clutch Repair,Medium,1,7,7,37.6
Truck,9,425680,9,Battery Replacement,Low,1,9,2,20.38
Truck,4,177289,0,Engine Repair,Low,1,1,6,48.16
Truck,10,481118,11,Clutch Repair,Low,1,4,3,38.27
Truck,11,422543,8,Clutch Repair,Medium,1,3,4,45.17
Bus,6,201320,5,Transmission Repair,Medium,0,11,5,93.74
Truck,8,358169,16,Suspension Repair,Low,0,2,1,52.63
Truck,12,407784,6,Transmission Repair,High,0,15,10,111.15
Bus,8,214252,7,Transmission Repair,Low,0,5,1,79.29
Van,6,204094,7,Suspension Repair,High,1,8,7,47.24
Van,8,325875,9,Engine Repair,Low,0,15,1,57.84
Truck,1,33986,0,Transmission Repair,Medium,1,12,10,65.34
Van,2,53508,5,Engine Repair,High,0,7,6,72.23
Bus,7,346344,0,Transmission Repair,Low,0,5,3,80.32
Mini Truck,4,115771,10,Oil Change,Medium,0,1,2,32.25
Van,8,351985,8,Transmission Repair,Low,1,2,3,61.36
Van,2,76053,10,Suspension Repair,Low,0,8,7,52.28
Mini Truck,3,76739,9,Oil Change,High,0,13,5,52.71
Mini Truck,4,135033,0,Transmission Repair,Low,0,12,8,69.88
Truck,10,468993,13,Clutch Repair,High,1,13,4,57.1
Truck,5,172714,1,Electrical Repair,Medium,1,9,3,23.75
Bus,11,469653,17,Clutch Repair,Low,1,12,6,45.63
Mini Truck,3,127662,5,Battery Replacement,Medium,1,3,8,26.66
Mini Truck,6,263170,1,Transmission Repair,Low,1,15,6,59.22
Mini Truck,8,397578,5,Oil Change,Medium,0,10,6,53.83
Van,10,286574,6,Suspension Repair,Low,1,15,2,19.26
Truck,9,252214,0,Transmission Repair,High,0,12,4,97.63
Mini Truck,2,71331,5,Clutch Repair,Medium,1,4,10,38.53
Bus,12,513908,3,Engine Repair,High,1,3,4,78.58
Truck,9,434698,3,Battery Replacement,Low,0,12,5,35.4
Mini Truck,5,233164,3,Clutch Repair,High,0,14,4,55.68
Truck,1,34692,1,Engine Repair,Low,0,2,5,70.45
Truck,7,268720,12,Oil Change,High,1,6,7,41.07
Bus,4,139817,6,Battery Replacement,High,0,11,8,49.99
Mini Truck,6,242142,0,Transmission Repair,High,1,14,7,75.48
Truck,7,328911,11,Battery Replacement,Low,1,1,8,26.78
Truck,8,266101,2,Brake Repair,Low,0,8,7,42.48
Van,10,373018,1,Electrical Repair,Medium,1,4,10,34.99
Mini Truck,2,50674,10,Tyre Replacement,High,0,15,9,58.58
Truck,9,272509,14,Transmission Repair,High,1,13,9,89.35
Truck,5,201763,1,Clutch Repair,Medium,0,15,8,55.06
Van,1,34512,9,Electrical Repair,Medium,0,11,3,31.76
Van,8,327466,7,Oil Change,Medium,0,13,7,35.26
Bus,3,104284,5,Battery Replacement,Low,1,13,2,5.18
Truck,3,93245,2,Oil Change,Medium,1,6,7,16.02
Truck,12,575343,11,Clutch Repair,Low,1,8,1,38.47
Bus,7,321088,13,Brake Repair,Low,0,5,6,54.28
Mini Truck,9,288761,4,Brake Repair,Low,0,2,10,44.37
Van,8,372978,11,Clutch Repair,Medium,1,2,3,42.11
Mini Truck,2,86678,0,Engine Repair,Low,0,5,3,62.86
Truck,6,165727,8,Oil Change,Low,1,10,9,20.8
Truck,5,240393,12,Tyre Replacement,Medium,0,14,8,46.88
Van,11,523910,15,Battery Replacement,Low,0,3,7,56.69
Truck,3,91640,8,Tyre Replacement,Low,1,9,2,9.55
Van,4,182174,12,Suspension Repair,High,1,4,5,45.6
Mini Truck,1,49653,6,Oil Change,Medium,1,1,4,18.44
Bus,7,292919,7,Tyre Replacement,Medium,1,11,3,20.96
Van,10,386644,9,Battery Replacement,Low,1,10,1,14.16
Mini Truck,2,86810,1,Tyre Replacement,High,0,6,5,51.43
Bus,8,370437,10,Transmission Repair,High,1,15,5,80.01
Mini Truck,9,352870,12,Clutch Repair,High,0,8,6,73.48
Mini Truck,6,289654,8,Brake Repair,Medium,1,15,5,24.24
Bus,10,384615,7,Electrical Repair,Medium,0,10,4,57.35
Bus,4,143908,8,Suspension Repair,Medium,1,10,7,31.62
Van,10,483452,4,Transmission Repair,Low,1,12,9,68.32
Bus,4,160645,9,Clutch Repair,Low,0,12,5,44.98
Van,10,457079,10,Tyre Replacement,High,1,6,4,37.76
Mini Truck,8,387968,8,Battery Replacement,High,1,3,5,36.41
Truck,5,141309,6,Clutch Repair,Medium,0,2,4,57.35
Mini Truck,8,344348,8,Clutch Repair,High,1,4,5,55.76
Truck,7,339655,15,Brake Repair,Medium,1,7,6,30.33
Truck,3,98737,1,Electrical Repair,Low,0,14,2,30.68
Truck,9,365305,8,Tyre Replacement,Low,1,4,1,16.59
Truck,1,28651,5,Transmission Repair,Medium,1,4,4,61.48
Van,10,408246,18,Transmission Repair,High,1,14,4,89.91
Van,1,43143,9,Electrical Repair,Low,0,13,7,37.43
Truck,3,86950,9,Transmission Repair,Medium,0,2,4,90.63
Van,4,160228,9,Tyre Replacement,Low,0,5,2,23.12
Van,11,436739,13,Suspension Repair,Medium,0,4,2,48.36
Mini Truck,12,532853,14,Tyre Replacement,High,1,14,10,48.89
Mini Truck,1,42736,4,Engine Repair,High,1,7,9,65.71
Bus,6,155430,7,Clutch Repair,High,1,14,8,48.68
Van,6,187883,11,Brake Repair,High,1,3,7,43.82
Van,4,141184,5,Suspension Repair,Medium,0,12,5,45.97
Mini Truck,10,480091,15,Oil Change,High,0,11,2,64.05
Truck,7,324856,11,Electrical Repair,Medium,0,8,7,58.95
Mini Truck,2,78662,4,Electrical Repair,Low,1,6,5,16.82
Mini Truck,3,97091,3,Clutch Repair,High,0,14,1,61.45
Bus,1,49926,3,Brake Repair,High,0,2,10,65.82
Truck,5,135388,8,Transmission Repair,Medium,0,5,3,93.08
Bus,3,105027,6,Transmission Repair,Low,0,4,2,68.25
Van,5,196819,7,Suspension Repair,Low,0,1,4,40.31
Truck,2,67632,2,Clutch Repair,Low,1,9,6,26.89
Van,3,144947,2,Engine Repair,Low,1,14,3,39.62
Bus,9,438203,0,Clutch Repair,High,0,7,3,67.59
Truck,8,240870,4,Engine Repair,High,1,10,5,67.88
Mini Truck,4,159630,2,Brake Repair,High,0,3,10,53.37
Truck,7,210626,0,Transmission Repair,Medium,1,11,7,67.13
Mini Truck,9,347321,16,Electrical Repair,High,1,13,5,43.69
Mini Truck,3,140949,7,Tyre Replacement,Low,0,2,10,45.73
Bus,2,89609,6,Suspension Repair,Medium,1,6,1,22.33
Bus,8,252088,0,Engine Repair,Medium,0,8,10,76.3
Bus,7,239092,4,Oil Change,Low,1,5,8,20.13
Mini Truck,8,386879,14,Electrical Repair,Low,1,3,7,29.41
Truck,4,119075,10,Brake Repair,Medium,1,1,6,27.69
Mini Truck,7,346293,13,Brake Repair,High,1,6,9,49.05
Mini Truck,1,40710,1,Electrical Repair,Medium,0,5,9,42.73
Truck,2,59564,8,Transmission Repair,Low,0,9,4,81.74
Bus,1,39691,6,Electrical Repair,High,1,6,10,43.33
Bus,5,173230,0,Clutch Repair,High,0,15,8,71.4
Mini Truck,9,234478,17,Clutch Repair,Low,0,15,7,63.08
Mini Truck,12,440040,4,Tyre Replacement,Low,0,10,7,44.95
Mini Truck,4,105490,0,Transmission Repair,Low,0,4,7,88.46
Van,7,214753,13,Clutch Repair,High,1,15,4,53.0
Truck,2,60708,0,Transmission Repair,High,1,13,2,63.22
Van,8,243412,15,Brake Repair,Low,1,13,6,26.77
Bus,8,267655,10,Electrical Repair,High,0,11,10,78.68
Bus,10,454025,7,Engine Repair,Low,1,8,5,54.0
Bus,9,303792,15,Suspension Repair,Low,1,13,5,33.82
Truck,3,147746,3,Engine Repair,Low,1,15,3,38.78
Truck,12,584273,16,Electrical Repair,Medium,1,7,10,48.22
Bus,5,135633,3,Tyre Replacement,High,1,15,2,24.98
Bus,1,39274,6,Suspension Repair,Low,1,8,1,14.02
Bus,6,180992,4,Engine Repair,Medium,1,15,7,55.33
Van,7,287749,7,Transmission Repair,Low,0,6,3,85.06
Mini Truck,2,56596,1,Brake Repair,High,0,3,9,58.67
Mini Truck,2,95703,10,Tyre Replacement,Low,0,8,3,26.87
Van,5,235569,5,Electrical Repair,High,0,1,3,56.03
Bus,2,52552,9,Brake Repair,Low,0,14,4,31.29
Mini Truck,8,228190,8,Transmission Repair,High,0,14,10,109.34
Van,2,80299,9,Transmission Repair,Low,0,8,10,81.52
Bus,1,37890,5,Tyre Replacement,High,1,13,8,29.06
Bus,9,305320,9,Suspension Repair,Medium,0,13,5,53.84
Van,4,160461,2,Tyre Replacement,Low,0,1,10,35.97
Van,2,79420,2,Tyre Replacement,High,0,5,6,51.58
Van,12,552495,13,Suspension Repair,Low,1,15,4,34.38
Mini Truck,11,292739,11,Tyre Replacement,Medium,0,6,2,42.05
Truck,5,176060,2,Battery Replacement,Medium,1,13,6,20.15
Mini Truck,3,117848,11,Suspension Repair,High,1,15,10,44.95
Van,1,30379,4,Suspension Repair,Low,1,15,6,16.49
Van,1,29598,3,Clutch Repair,High,1,5,4,38.43
Van,7,185079,0,Electrical Repair,High,1,13,10,39.64
Bus,6,150717,1,Battery Replacement,High,0,4,3,53.04
Bus,9,327417,16,Engine Repair,Medium,0,8,10,102.51
Bus,9,423121,14,Oil Change,Medium,1,1,7,32.66
Truck,8,309378,14,Engine Repair,Medium,0,8,5,81.61
Truck,4,187612,9,Transmission Repair,Medium,1,1,9,74.82
Van,1,32267,7,Engine Repair,Medium,0,7,1,59.68
Bus,9,438496,17,Suspension Repair,Low,1,13,10,38.27
Truck,8,352089,6,Clutch Repair,High,1,13,2,47.17
Van,7,321998,10,Tyre Replacement,High,0,1,7,56.57
Bus,11,403763,15,Oil Change,Low,0,15,5,39.81
Bus,11,409790,13,Tyre Replacement,Medium,0,12,3,51.59
Truck,5,165565,8,Clutch Repair,High,0,2,3,63.77
Truck,4,108648,12,Transmission Repair,Low,0,13,8,84.61
Truck,9,425802,17,Battery Replacement,High,0,8,10,69.54
Truck,6,174125,5,Tyre Replacement,Medium,0,9,5,32.76
Truck,2,60635,2,Electrical Repair,Low,0,8,6,27.07
Bus,7,288351,3,Clutch Repair,Medium,0,3,4,64.47
Truck,12,418882,15,Clutch Repair,Medium,1,6,6,53.89
Van,1,26192,7,Engine Repair,Low,1,1,6,49.08
Bus,7,176949,10,Battery Replacement,Low,0,14,2,38.78
Truck,10,285591,15,Battery Replacement,High,1,2,10,51.95
Truck,11,441234,7,Transmission Repair,High,1,5,1,81.34
Truck,1,34837,2,Transmission Repair,Medium,0,5,6,89.29
Truck,9,320364,2,Battery Replacement,Medium,1,7,1,18.64
Truck,5,167959,2,Brake Repair,Low,0,6,2,27.66
Bus,6,233443,14,Brake Repair,Low,0,10,2,38.63
Truck,5,165827,13,Clutch Repair,High,0,13,9,81.52
Bus,9,397464,9,Brake Repair,Medium,0,5,7,46.52
Bus,5,222136,0,Tyre Replacement,Low,0,10,1,19.13
Mini Truck,1,40375,5,Suspension Repair,High,0,5,3,65.89
Van,2,71893,2,Tyre Replacement,High,0,11,1,51.68
Van,12,366407,5,Clutch Repair,Low,1,1,9,49.53
Bus,10,458315,6,Battery Replacement,High,0,1,7,63.56
Mini Truck,4,169177,4,Electrical Repair,Low,1,10,7,20.99
Bus,5,157640,9,Brake Repair,High,1,5,10,41.47
Mini Truck,1,28755,6,Engine Repair,High,1,12,3,56.1
Van,11,337902,7,Tyre Replacement,High,0,4,4,51.7
Truck,11,481946,4,Engine Repair,Medium,0,10,1,71.68
Truck,12,307214,13,Brake Repair,Medium,0,8,3,47.54
Truck,6,235226,6,Suspension Repair,High,1,8,4,41.21
Van,4,151014,5,Engine Repair,High,0,8,8,84.45
Mini Truck,1,33261,0,Suspension Repair,Medium,0,1,1,47.53
Bus,4,154185,1,Transmission Repair,Low,1,5,3,53.0
Mini Truck,1,40506,8,Brake Repair,High,1,6,5,33.78
Van,8,252671,8,Battery Replacement,Medium,1,3,8,34.27
Van,8,234992,0,Engine Repair,High,1,7,4,63.31
Van,2,67542,5,Clutch Repair,Medium,0,5,9,54.41
Mini Truck,1,27063,9,Brake Repair,Low,1,5,4,14.2
Van,11,535590,16,Oil Change,Low,0,6,9,60.66
Bus,1,40762,3,Tyre Replacement,Low,1,12,7,13.92
Bus,12,442575,18,Engine Repair,High,1,11,10,83.17
Bus,2,74898,7,Engine Repair,Low,1,1,6,50.24
Bus,8,398948,7,Clutch Repair,Medium,1,4,7,44.46
Truck,12,339986,3,Tyre Replacement,Low,1,14,1,12.99
Van,8,308097,2,Brake Repair,High,1,12,3,38.87
Van,12,412477,6,Electrical Repair,Low,0,5,1,51.02
Mini Truck,2,68377,10,Battery Replacement,Low,0,6,4,27.59
Truck,5,228690,9,Clutch Repair,High,0,1,8,77.72
Van,11,278332,15,Engine Repair,Medium,1,2,2,65.05
Van,10,322789,0,Suspension Repair,High,1,15,6,43.22
Mini Truck,9,407436,5,Oil Change,High,0,11,10,54.99
Bus,4,122553,2,Engine Repair,High,0,12,3,75.74
Van,4,117383,4,Battery Replacement,Low,1,4,10,20.31
Van,1,28862,3,Electrical Repair,High,1,14,7,31.4
Van,12,333170,5,Battery Replacement,Medium,0,3,6,44.27
Van,11,495387,3,Brake Repair,Low,0,2,3,48.61
Truck,7,235098,5,Transmission Repair,High,1,15,8,81.61
Van,10,389682,18,Engine Repair,Medium,1,3,10,74.64
Mini Truck,5,166383,4,Engine Repair,High,0,4,7,92.42
Mini Truck,9,346862,2,Brake Repair,High,0,15,1,49.87
Truck,9,350651,12,Tyre Replacement,Low,0,9,4,33.76
Van,1,41659,9,Clutch Repair,Low,0,9,9,48.34
Bus,9,365919,2,Transmission Repair,Medium,1,9,3,64.35
Van,1,39015,7,Engine Repair,Low,0,12,2,65.18
Van,10,365958,2,Suspension Repair,High,0,12,6,70.47
Van,11,419866,10,Oil Change,Low,0,13,1,30.85
Truck,2,71135,2,Brake Repair,Low,0,8,2,30.44
Bus,1,45671,9,Oil Change,High,0,6,6,61.43
Truck,9,394242,9,Transmission Repair,Medium,0,2,9,98.65
Mini Truck,5,189374,8,Brake Repair,Low,0,14,5,45.24
Truck,6,249469,7,Oil Change,High,1,8,1,28.78
Truck,10,262806,0,Transmission Repair,Low,1,6,6,64.6
Truck,6,285237,4,Clutch Repair,Low,1,7,10,38.89
Truck,4,154129,2,Transmission Repair,High,0,6,6,91.43
Bus,5,232685,2,Suspension Repair,High,0,9,1,63.14
Truck,7,229504,7,Suspension Repair,High,1,10,6,45.37
Truck,10,454108,16,Tyre Replacement,Low,0,1,5,42.25
Truck,7,241273,3,Clutch Repair,High,0,5,5,66.71
Mini Truck,8,265277,16,Engine Repair,Medium,0,9,2,81.66
Bus,4,120297,10,Brake Repair,Low,1,10,5,20.17
Van,9,374794,9,Suspension Repair,Medium,0,1,4,64.44
Van,6,288496,6,Engine Repair,Low,1,13,5,42.1
Truck,8,210689,12,Transmission Repair,High,1,3,6,88.42
Bus,5,238544,13,Oil Change,Low,1,13,4,15.27
Bus,6,292467,10,Tyre Replacement,Medium,0,14,1,31.39
Mini Truck,7,255669,13,Transmission Repair,Medium,0,13,4,82.88
Bus,4,172887,11,Clutch Repair,High,0,14,5,71.58
Van,8,359932,1,Electrical Repair,Low,1,11,1,17.29
Bus,4,126822,3,Engine Repair,Medium,0,14,9,72.52
Bus,12,364057,12,Engine Repair,Low,0,2,2,83.85
Mini Truck,12,364895,17,Oil Change,High,0,4,10,65.21
Van,8,256828,4,Suspension Repair,High,1,4,1,37.91
Mini Truck,1,48703,1,Brake Repair,High,1,13,6,27.13
Mini Truck,2,80258,8,Suspension Repair,High,0,1,3,59.63
Truck,1,44205,1,Electrical Repair,Medium,0,9,3,45.95
Truck,4,190229,6,Electrical Repair,Medium,1,5,5,27.63
Truck,12,517847,0,Engine Repair,Medium,1,10,6,62.03
Van,1,27498,4,Brake Repair,Low,1,2,9,21.01
Bus,4,130323,6,Clutch Repair,Medium,1,14,1,25.92
Van,7,226040,5,Tyre Replacement,Low,0,2,4,44.62
Bus,6,238524,6,Brake Repair,Low,1,15,1,13.09
Bus,3,143115,8,Suspension Repair,High,0,14,6,53.54
Bus,4,164536,6,Suspension Repair,Medium,0,9,2,42.22
Van,7,179710,1,Engine Repair,Low,0,6,7,76.01
Truck,1,37657,2,Battery Replacement,Low,1,12,4,5.28
Truck,3,103652,4,Electrical Repair,Medium,0,14,7,53.08
Van,7,324957,3,Battery Replacement,High,1,7,9,39.2
Van,10,305275,16,Transmission Repair,Medium,0,2,4,96.69
Truck,9,342291,6,Electrical Repair,Medium,0,8,9,63.8
Van,7,187090,6,Engine Repair,High,1,10,2,61.58
Truck,2,93714,5,Battery Replacement,High,0,10,1,48.99
Bus,10,402264,2,Transmission Repair,Medium,0,15,1,88.03
Bus,10,461635,5,Suspension Repair,High,1,13,10,51.33
Mini Truck,11,430405,17,Battery Replacement,Low,1,3,9,33.49
Bus,10,350689,18,Engine Repair,Low,1,10,2,51.32
Bus,1,41398,4,Engine Repair,Low,0,2,3,61.74
Bus,3,131344,6,Clutch Repair,Low,1,10,1,22.02
Mini Truck,3,127165,10,Brake Repair,Medium,1,15,1,14.34
Mini Truck,3,103299,4,Clutch Repair,High,0,9,10,71.15
Bus,11,464688,7,Clutch Repair,Low,0,14,5,49.72
Bus,7,348954,3,Tyre Replacement,High,1,6,1,27.27
Van,7,329799,11,Clutch Repair,High,0,7,5,66.57
Mini Truck,10,349168,11,Suspension Repair,High,0,15,4,56.65
Mini Truck,7,200756,4,Engine Repair,High,1,10,6,65.53
Truck,5,235534,3,Transmission Repair,Medium,0,4,10,95.91
Bus,11,296266,0,Tyre Replacement,Medium,0,1,1,49.28
Mini Truck,10,352412,12,Brake Repair,Low,0,14,7,54.5
Van,2,55322,10,Engine Repair,High,1,14,1,52.85
Truck,2,74588,8,Oil Change,High,1,2,5,33.32
Truck,12,468502,1,Battery Replacement,Medium,0,14,9,44.41
Mini Truck,11,490553,4,Oil Change,High,1,4,5,40.73
Bus,1,41228,7,Battery Replacement,High,1,7,3,26.37
Truck,12,535418,4,Suspension Repair,Medium,0,10,3,60.58
Truck,9,434365,2,Battery Replacement,High,1,15,7,33.03
Truck,3,149110,11,Brake Repair,Medium,0,7,9,53.25
Bus,2,62797,3,Engine Repair,Medium,0,2,3,71.2
Bus,12,389783,6,Electrical Repair,Medium,0,8,9,56.6
Mini Truck,1,31714,2,Brake Repair,Low,0,1,7,34.3
Van,7,237383,10,Tyre Replacement,Medium,1,9,10,31.79
Bus,7,206788,6,Engine Repair,Medium,0,15,9,78.38
Bus,5,202667,0,Tyre Replacement,High,1,1,3,32.14
Mini Truck,5,191881,0,Brake Repair,Medium,1,5,1,15.27
Van,8,253710,8,Brake Repair,Medium,1,9,2,24.89
Van,8,394226,15,Clutch Repair,Low,0,2,1,54.35
Truck,8,354401,5,Brake Repair,High,0,5,9,73.26
Van,10,393163,10,Battery Replacement,High,1,4,7,49.95
Van,9,288708,3,Clutch Repair,Low,1,7,1,28.87
Bus,4,175028,12,Battery Replacement,High,0,8,10,68.73
Mini Truck,7,206193,14,Battery Replacement,High,0,7,8,61.21
Mini Truck,9,429442,4,Oil Change,Medium,0,7,9,42.86
Truck,11,364621,5,Engine Repair,High,1,6,3,69.06
Truck,7,347898,11,Oil Change,Medium,1,15,2,18.36
Bus,7,324273,4,Brake Repair,High,0,2,10,61.99
Bus,10,354315,14,Oil Change,High,1,4,7,46.35
Bus,9,229237,5,Tyre Replacement,Low,1,13,1,9.45
Van,11,502095,19,Transmission Repair,High,1,11,3,91.06
Bus,10,338531,16,Clutch Repair,High,0,11,2,74.59
Bus,8,364119,16,Battery Replacement,Low,1,2,6,27.02
Van,4,171299,6,Battery Replacement,Medium,1,4,9,25.36
Van,1,45171,7,Transmission Repair,Medium,0,10,2,83.66
Mini Truck,10,389512,15,Suspension Repair,High,0,14,10,88.45
Mini Truck,9,355344,4,Tyre Replacement,Medium,0,8,1,47.12
Bus,11,549929,0,Suspension Repair,High,0,11,4,66.78
Truck,12,441205,0,Electrical Repair,Medium,1,12,10,35.6
Bus,11,514408,18,Oil Change,Low,0,3,5,56.55
Van,12,479637,11,Transmission Repair,Medium,0,15,9,101.96
Mini Truck,10,353302,6,Tyre Replacement,Medium,1,3,4,26.58
Van,11,416165,12,Engine Repair,Low,0,6,7,80.41
Bus,2,94857,10,Electrical Repair,Low,1,12,8,21.67
Van,6,251994,2,Tyre Replacement,Medium,0,14,4,39.31
Bus,2,64650,8,Brake Repair,High,1,6,6,37.35
Truck,11,531708,16,Transmission Repair,Medium,1,1,10,88.44
Bus,8,378284,9,Transmission Repair,Low,0,4,5,83.36
Truck,2,81537,9,Battery Replacement,Low,0,4,9,40.81
Van,5,228999,0,Brake Repair,Medium,0,7,5,36.52
Bus,5,184464,1,Electrical Repair,Medium,0,2,4,40.58
Bus,10,482285,6,Suspension Repair,Medium,0,4,7,62.45
Bus,1,25526,9,Transmission Repair,Low,0,5,2,66.89
Bus,3,134851,6,Clutch Repair,Low,1,9,1,25.29
Van,8,201763,8,Electrical Repair,Low,0,14,9,56.37
Bus,7,217674,4,Electrical Repair,High,1,7,1,36.21
Bus,10,382760,13,Battery Replacement,High,1,5,5,45.3
Van,3,139580,11,Electrical Repair,High,1,12,5,37.17
Bus,12,521230,11,Electrical Repair,High,1,3,9,57.21
Van,5,205528,1,Brake Repair,High,1,6,1,28.22
Van,1,26291,0,Tyre Replacement,Medium,1,11,4,10.23
Van,2,65494,2,Brake Repair,Medium,1,2,4,20.89
Truck,6,239110,7,Oil Change,High,0,11,7,66.8
Van,11,327622,9,Transmission Repair,Medium,1,7,10,80.5
Mini Truck,3,140481,11,Engine Repair,Medium,1,15,8,54.8
Bus,11,491677,4,Oil Change,Low,1,14,9,23.82
Van,6,225474,3,Brake Repair,High,0,13,3,61.46
Truck,12,370110,6,Brake Repair,Low,0,10,3,31.31
Bus,10,274275,1,Suspension Repair,High,0,15,2,61.25
Van,7,243784,15,Tyre Replacement,Low,1,6,1,16.34
Van,8,305912,16,Brake Repair,High,1,3,3,41.72
Bus,8,321703,10,Transmission Repair,High,1,9,5,82.5
Mini Truck,3,124664,2,Oil Change,Medium,0,10,2,38.95
Mini Truck,7,347406,7,Brake Repair,Medium,0,9,3,49.97
