Vehicle_Type,Fuel_Type,Vehicle_Age,Average_Mileage,Trip_Distance,Max_Capacity,Cargo_Weight,Traffic,Road_Type,AC,Fuel_Required
Mini Truck,Diesel,2,6.58,759,2075,457,Low,City,1,144.53
Bus,Diesel,4,4.59,290,0,0,Low,City,0,76.3
Mini Truck,Petrol,4,9.03,725,2402,1209,Medium,City,1,114.93
Bus,Petrol,10,3.07,171,0,0,High,City,0,82.2
Van,Petrol,10,11.18,987,1096,628,High,Highway,1,131.89
Mini Truck,Petrol,11,7.18,170,3847,526,High,City,1,37.42
Bus,Diesel,1,4.7,618,1,0,Low,City,1,159.75
Mini Truck,Petrol,10,9.6,621,2409,638,High,City,1,102.7
Mini Truck,Petrol,11,6.68,199,3151,1974,Medium,City,0,43.44
Truck,Petrol,4,3.93,304,6675,1229,High,Mixed,0,105.21
Van,Petrol,8,11.76,880,1807,24,High,Mixed,0,102.19
Van,Petrol,11,9.2,994,1782,202,Medium,Mixed,0,139.22
Bus,Diesel,1,3.89,270,0,0,Medium,Mixed,0,85.06
Van,Diesel,12,13.3,643,863,41,Medium,Mixed,1,64.36
Truck,Diesel,12,5.49,944,4043,3711,Low,Mixed,1,243.08
Truck,Diesel,4,3.73,120,10819,7606,High,Highway,1,45.88
Truck,Diesel,8,3.35,222,4366,3899,Low,Mixed,0,87.89
Mini Truck,Petrol,10,6.04,757,2760,456,Medium,Mixed,0,165.13
Mini Truck,Diesel,5,9.02,524,3463,1108,High,Highway,1,81.06
Mini Truck,Petrol,11,7.2,369,3179,1019,Medium,Mixed,1,70.93
Mini Truck,Diesel,3,7.95,501,2307,2087,Medium,Highway,0,81.27
Truck,Petrol,11,3.91,673,10261,5610,High,Mixed,0,259.97
Van,Diesel,4,10.28,347,1527,625,High,City,0,49.78
Bus,Diesel,10,4.34,216,1,0,Medium,Highway,0,61.65
Van,Petrol,9,14.89,827,1838,1219,Medium,Mixed,1,80.53
Van,Petrol,8,14.61,168,1121,759,Medium,City,1,18.15
Bus,Petrol,5,3.85,25,1,1,Medium,Highway,1,9.76
Bus,Diesel,8,4.53,858,0,0,High,Highway,0,247.63
Bus,Petrol,6,3.05,353,1,1,High,Mixed,0,178.45
Van,Petrol,5,9.64,353,997,164,High,City,1,53.36
Truck,Petrol,12,5.88,306,10979,4093,High,Mixed,1,80.47
Truck,Diesel,1,4.92,398,7522,4406,Medium,City,0,109.67
Mini Truck,Diesel,12,6.3,864,4000,1694,Low,Highway,1,170.28
Van,Diesel,8,10.47,801,1672,1119,High,City,1,124.68
Truck,Diesel,2,5.61,893,8143,7841,Medium,City,0,231.23
Van,Petrol,8,10.37,223,1241,682,High,Mixed,1,32.9
Bus,Diesel,3,3.24,425,1,1,Medium,Highway,0,172.21
Bus,Diesel,10,3.87,536,0,0,Medium,Mixed,1,186.25
Bus,Petrol,11,3.13,598,0,0,Low,Mixed,0,227.64
Van,Diesel,10,14.53,215,1749,1331,Low,Mixed,1,23.35
Bus,Petrol,8,4.78,686,0,0,Medium,Highway,0,170.03
Bus,Petrol,9,4.56,431,1,0,High,City,0,135.88
Mini Truck,Diesel,1,6.9,285,2749,616,Low,Mixed,1,49.66
Mini Truck,Diesel,10,9.7,610,3928,3552,Low,Highway,0,79.87
Van,Petrol,3,9.61,987,1592,1232,Low,Highway,1,126.78
Truck,Petrol,6,5.79,330,6421,1652,Low,City,1,75.26
Van,Diesel,6,9.16,874,1400,252,Medium,Highway,1,118.38
Van,Petrol,1,11.68,230,1317,406,Medium,Mixed,0,23.06
Truck,Diesel,9,5.74,186,11462,1993,Low,Highway,1,37.7
Bus,Petrol,7,3.38,838,0,0,High,City,1,368.39
Bus,Diesel,8,3.03,429,1,1,Low,City,1,206.02
Bus,Diesel,7,4.89,738,1,0,Low,Mixed,1,181.81
Mini Truck,Diesel,5,8.92,164,2324,185,Low,Highway,0,21.57
Van,Diesel,3,13.17,630,579,62,Low,Mixed,1,56.89
Bus,Petrol,3,3.84,978,0,0,High,Highway,0,316.92
Bus,Diesel,3,3.06,333,0,0,Medium,Mixed,1,137.65
Bus,Petrol,1,4.57,930,1,0,Medium,Highway,0,227.32
Mini Truck,Diesel,9,7.51,557,3451,2959,Low,Highway,0,91.56
Truck,Petrol,4,3.28,507,4086,460,Medium,City,1,210.1
Van,Diesel,5,11.86,350,1026,262,High,Mixed,1,42.69
Truck,Petrol,8,5.25,244,6215,1030,High,Highway,0,60.86
Van,Diesel,12,9.57,928,1327,578,High,Highway,0,138.32
Van,Petrol,3,13.38,747,1116,673,Medium,Mixed,1,76.26
Van,Petrol,7,11.25,774,797,593,Low,Mixed,1,92.28
Truck,Diesel,3,3.04,833,3558,3421,Low,Highway,1,342.29
Bus,Diesel,10,3.96,663,1,0,High,City,1,253.96
Van,Petrol,10,10.58,782,1400,241,Medium,Mixed,1,101.46
Bus,Diesel,5,3.68,699,1,1,Low,Mixed,1,257.88
Bus,Diesel,6,3.85,576,0,0,Low,Highway,0,160.66
Mini Truck,Diesel,2,8.2,914,2211,517,Medium,City,1,151.34
Mini Truck,Diesel,9,6.73,165,3092,798,High,Highway,0,33.53
Van,Petrol,9,12.61,900,810,576,High,Mixed,0,109.46
Bus,Diesel,12,4.89,403,0,0,Low,Highway,0,90.6
Van,Diesel,9,14.65,898,1748,868,Low,City,0,79.37
Mini Truck,Petrol,7,9.6,499,2725,1951,Medium,Highway,1,68.28
Truck,Diesel,5,5.13,965,8105,1710,High,Mixed,0,262.61
Truck,Petrol,3,3.43,420,5625,1986,Low,Mixed,1,149.16
Mini Truck,Diesel,4,9.34,991,1288,463,Medium,Highway,1,136.2
Truck,Diesel,4,4.33,355,7513,6230,Low,Mixed,0,103.38
Bus,Diesel,11,4.2,696,0,0,Medium,City,0,225.59
Mini Truck,Diesel,2,9.52,916,3949,1398,Medium,Highway,1,120.56
Bus,Diesel,11,3.93,917,0,0,High,Mixed,1,343.07
Bus,Diesel,9,3.21,910,1,0,High,City,1,430.54
Mini Truck,Diesel,11,6.42,946,2147,1129,Medium,Mixed,1,212.85
Mini Truck,Petrol,6,6.33,268,1414,994,High,City,0,67.13
Mini Truck,Petrol,2,9.99,594,3902,1998,High,Mixed,1,87.65
Mini Truck,Diesel,10,6.43,609,3632,403,Low,Highway,0,107.01
Bus,Petrol,7,4.44,375,0,0,High,City,1,125.18
Truck,Petrol,11,5.23,241,10074,420,High,Highway,0,60.65
Bus,Diesel,5,4.84,766,0,0,Medium,City,1,213.65
Bus,Petrol,4,3.55,352,0,0,Medium,Mixed,1,125.72
Van,Diesel,9,13.62,349,1620,1327,High,City,1,41.93
Van,Petrol,2,11.0,777,1762,1102,Low,City,1,94.96
Truck,Diesel,11,4.22,210,11146,10477,Medium,Highway,1,72.27
Mini Truck,Petrol,6,9.22,192,2480,652,Medium,Highway,0,25.25
Van,Petrol,9,13.2,794,1647,606,High,Mixed,0,89.37
Mini Truck,Diesel,4,6.37,956,3914,2449,High,City,1,234.65
Van,Petrol,9,11.12,126,772,394,High,City,0,17.35
Bus,Diesel,8,4.65,581,0,0,Low,Mixed,1,150.32
Truck,Petrol,4,5.5,916,6587,2009,Low,City,0,205.09
Van,Diesel,5,10.46,878,542,494,Medium,City,0,122.79
Mini Truck,Diesel,9,8.32,929,3569,2357,Medium,Mixed,1,160.52
Bus,Petrol,7,3.74,347,0,0,High,City,0,135.42
Van,Petrol,12,10.48,151,1602,1185,Low,Mixed,1,20.69
Bus,Diesel,10,3.46,496,1,0,Medium,Mixed,0,182.26
Mini Truck,Petrol,8,8.36,42,1264,350,High,City,0,9.76
Bus,Petrol,12,3.3,997,1,0,High,City,1,466.73
Truck,Petrol,7,5.11,240,5184,3246,High,City,1,75.97
Bus,Petrol,4,4.14,804,1,0,High,Mixed,1,269.67
Truck,Diesel,12,5.26,648,4960,581,Low,Mixed,1,155.44
Van,Diesel,4,14.88,205,867,855,Low,Mixed,1,18.12
Truck,Petrol,2,3.28,737,9611,9404,High,City,1,364.44
Mini Truck,Petrol,3,9.39,338,1749,196,Medium,Highway,1,45.46
Bus,Petrol,2,3.37,252,1,0,Medium,Mixed,0,91.58
Bus,Petrol,2,4.05,920,0,0,High,Highway,0,281.09
Bus,Diesel,3,3.0,24,0,0,Medium,City,1,9.3
Truck,Petrol,2,5.87,655,6088,5214,Medium,Highway,0,142.35
Bus,Diesel,11,4.83,932,1,0,Medium,Mixed,0,246.8
Van,Petrol,1,12.73,846,1600,246,Medium,City,0,85.96
Bus,Diesel,10,4.04,529,0,0,Low,Mixed,0,154.33
Bus,Petrol,11,4.1,986,1,1,Low,Mixed,0,328.91
Bus,Diesel,6,3.28,833,1,0,Medium,Highway,1,305.38
Truck,Petrol,11,5.12,113,4618,4258,High,Mixed,1,36.5
Mini Truck,Diesel,5,7.28,319,2834,811,High,City,1,66.03
Mini Truck,Petrol,2,7.96,349,3012,427,High,City,1,62.85
Bus,Petrol,5,4.54,560,0,0,Low,Highway,0,126.07
Bus,Diesel,11,3.63,567,0,0,Low,Highway,1,181.16
Mini Truck,Diesel,6,9.86,776,1214,888,High,Mixed,0,119.52
Bus,Diesel,4,3.2,933,0,0,Low,Mixed,1,343.12
Truck,Diesel,8,3.62,964,3255,185,Medium,Highway,0,316.41
Bus,Diesel,4,4.32,419,1,0,Low,City,1,119.55
Truck,Diesel,3,4.8,964,7230,7224,Medium,Mixed,1,289.73
Van,Petrol,7,13.14,406,1351,847,Medium,Highway,1,39.98
Bus,Diesel,11,4.39,732,0,0,Medium,Highway,0,202.12
Truck,Diesel,2,3.48,207,11004,1089,High,City,0,84.66
Bus,Petrol,5,4.07,131,1,1,Low,City,0,45.89
Truck,Petrol,4,3.38,510,3584,1920,Low,Highway,0,171.35
Truck,Petrol,3,3.25,466,4104,1980,High,City,1,220.12
Van,Petrol,10,13.61,805,1857,1031,Low,Highway,1,72.88
Truck,Diesel,3,4.02,378,7109,1437,Medium,Highway,0,108.68
Mini Truck,Petrol,3,9.79,250,3070,260,Low,Mixed,0,28.46
Bus,Petrol,1,4.74,883,0,0,Low,Mixed,1,212.81
Van,Diesel,9,14.79,721,616,114,Low,City,0,63.17
Van,Petrol,6,9.23,259,712,700,Low,City,0,37.96
Truck,Petrol,10,3.36,663,6678,6243,Low,Mixed,0,267.83
Truck,Petrol,10,4.93,650,7627,5616,Medium,City,0,195.14
Mini Truck,Petrol,6,9.92,510,3607,1863,Low,City,1,69.53
Van,Diesel,5,12.82,283,857,397,Low,City,0,27.43
Mini Truck,Petrol,3,6.17,892,2680,2217,Low,City,0,189.21
Bus,Diesel,7,3.84,771,1,1,Medium,City,1,312.27
Mini Truck,Petrol,6,7.3,760,2633,545,High,Highway,0,138.02
Van,Diesel,10,10.17,822,1993,1350,High,City,1,132.37
Mini Truck,Petrol,11,7.23,501,2609,578,Low,Mixed,1,88.77
Bus,Petrol,1,3.4,695,1,0,Medium,Mixed,1,254.09
Van,Petrol,1,13.16,703,1290,1162,Low,City,0,68.75
Mini Truck,Diesel,3,7.65,908,2919,1006,High,Highway,1,161.03
Bus,Diesel,11,3.19,107,0,0,Low,Highway,0,38.19
Bus,Diesel,6,4.86,781,1,0,Low,Highway,1,176.87
Truck,Petrol,10,5.73,366,10317,7783,High,Highway,1,96.53
Bus,Diesel,9,3.32,187,0,0,Medium,Highway,1,68.22
Van,Petrol,12,14.9,945,1913,1736,Low,Highway,0,81.95
Mini Truck,Diesel,1,6.54,408,2560,1936,Medium,Highway,0,77.7
Bus,Petrol,10,4.14,523,1,0,High,Mixed,1,181.24
Bus,Diesel,6,3.14,659,0,0,Medium,Mixed,1,272.13
Van,Diesel,11,10.18,319,1798,656,High,Highway,1,44.42
Mini Truck,Diesel,10,9.56,393,2711,692,Medium,Highway,1,52.3
Truck,Petrol,6,5.72,264,3852,2659,High,City,1,74.28
Mini Truck,Petrol,6,6.16,695,3689,1876,Low,City,0,148.22
Van,Diesel,12,12.44,224,1119,779,Medium,City,1,26.61
Truck,Petrol,12,4.13,894,9009,8398,Medium,City,1,343.78
Van,Petrol,12,10.57,308,895,500,Medium,Highway,1,40.45
Truck,Petrol,9,5.69,151,3376,3320,Low,Highway,0,34.46
Van,Petrol,2,9.92,109,985,797,Low,Highway,0,13.02
Bus,Diesel,3,4.17,824,1,1,High,Highway,0,282.13
Truck,Diesel,4,5.75,113,4329,1520,High,Highway,0,25.01
Mini Truck,Diesel,4,6.2,348,1325,792,High,Mixed,0,81.36
Mini Truck,Diesel,12,9.95,210,3479,2892,Medium,City,0,30.79
Mini Truck,Diesel,9,6.03,289,1720,404,Low,Mixed,0,54.6
Truck,Diesel,4,3.56,186,8265,3730,Medium,Mixed,1,71.12
Mini Truck,Petrol,4,7.71,563,2412,986,Low,Mixed,1,91.89
Bus,Diesel,2,3.12,944,1,1,High,Highway,1,441.93
Truck,Petrol,1,5.93,622,4445,2608,Medium,Mixed,0,134.69
Bus,Petrol,8,3.72,531,1,1,Medium,City,1,223.42
Van,Diesel,10,10.02,439,1914,722,Medium,City,1,66.78
Mini Truck,Petrol,8,7.81,788,1581,1511,Medium,City,0,151.57
Van,Petrol,7,14.94,429,1794,305,Medium,Highway,1,35.04
Van,Diesel,10,14.68,36,944,97,Medium,City,0,3.14
Bus,Petrol,4,3.04,330,1,0,High,City,0,154.71
Van,Petrol,10,13.34,990,1386,891,Low,City,0,100.58
Bus,Diesel,2,4.91,164,1,1,Low,Mixed,1,43.46
Van,Petrol,8,9.08,366,1130,324,High,City,1,61.96
Truck,Diesel,9,3.85,398,9117,2099,High,City,0,154.07
Truck,Petrol,6,4.25,724,6431,2672,Low,City,1,227.53
Bus,Petrol,10,4.59,943,0,0,Low,City,0,258.76
Van,Diesel,8,12.38,543,539,320,Low,City,0,59.02
Bus,Diesel,9,3.98,480,1,0,Medium,Highway,1,149.24
Van,Petrol,1,11.84,23,957,648,Medium,City,1,2.43
Van,Petrol,6,11.91,224,1143,1098,High,Highway,0,25.45
Bus,Diesel,12,4.77,829,1,0,Medium,City,0,239.16
Bus,Petrol,4,3.29,49,0,0,High,Mixed,1,20.61
Truck,Petrol,8,5.33,660,5418,3659,Medium,Mixed,0,170.86
Mini Truck,Petrol,2,9.75,222,2867,1130,High,Mixed,1,36.64
Bus,Diesel,10,3.26,146,0,0,Low,City,1,58.58
Bus,Diesel,6,4.66,663,1,0,Medium,Mixed,1,182.63
Mini Truck,Diesel,6,8.45,351,1141,579,High,Mixed,0,59.77
Truck,Diesel,8,3.19,175,4112,1146,Low,Mixed,0,67.77
Van,Diesel,6,14.83,442,1192,166,Medium,Highway,1,36.95
Mini Truck,Diesel,9,7.67,581,2621,634,Low,Highway,1,87.93
Van,Diesel,5,10.36,44,615,571,Low,Mixed,0,6.61
Mini Truck,Diesel,1,6.88,176,1952,1945,Low,Mixed,1,32.95
Bus,Petrol,11,4.34,542,0,0,Medium,City,0,172.09
Mini Truck,Diesel,1,6.8,255,1147,427,High,City,0,55.56
Bus,Diesel,10,4.76,426,0,0,Low,Highway,0,97.91
Bus,Petrol,9,3.75,874,1,0,Low,Mixed,1,285.88
Bus,Diesel,6,4.8,686,1,0,Medium,City,0,187.3
Mini Truck,Petrol,4,6.74,843,1170,793,Low,Mixed,0,156.37
Van,Petrol,12,13.05,330,1714,1674,Medium,City,0,39.67
Van,Petrol,4,12.07,241,1134,25,Low,City,0,22.82
Mini Truck,Petrol,12,7.31,791,2600,2465,Low,City,1,160.53
Bus,Diesel,2,4.23,893,0,0,Low,Mixed,0,233.46
Truck,Petrol,1,3.91,119,9249,2613,Low,City,0,36.45
Van,Petrol,12,14.26,447,655,286,High,Highway,1,45.55
Truck,Diesel,5,3.43,143,10486,3353,High,Mixed,0,57.54
Mini Truck,Diesel,1,6.45,486,3968,961,High,Mixed,1,106.27
Bus,Diesel,12,4.13,768,0,0,High,Highway,0,251.66
Truck,Petrol,11,4.13,462,3608,2037,Medium,City,0,162.22
Truck,Diesel,11,3.19,308,7601,5815,High,City,0,156.22
Bus,Diesel,11,3.54,260,0,0,High,City,0,110.4
Truck,Petrol,9,5.86,752,11004,3793,High,Highway,1,182.39
Bus,Diesel,10,3.73,402,1,0,High,City,0,158.97
Bus,Petrol,7,3.35,498,1,1,Medium,City,0,221.71
Mini Truck,Petrol,6,9.85,279,1354,1233,Low,City,1,40.85
Mini Truck,Petrol,9,9.45,371,1672,87,High,Mixed,0,54.71
Bus,Diesel,10,3.28,864,0,0,High,City,0,388.4
Mini Truck,Diesel,9,8.18,609,3128,425,Low,City,0,95.56
Van,Petrol,8,9.7,836,1998,1713,Medium,Mixed,1,129.31
Mini Truck,Diesel,10,7.4,251,2671,435,High,Mixed,1,50.87
Van,Diesel,12,9.0,527,1533,220,Low,Highway,1,70.41
Van,Petrol,5,13.95,118,1609,1307,Low,Highway,0,10.35
Truck,Petrol,2,3.62,279,4168,549,Medium,Highway,1,91.58
Bus,Petrol,1,4.4,417,1,1,Medium,Highway,1,127.4
Mini Truck,Petrol,11,8.46,52,1171,1006,Medium,City,1,9.26
Truck,Petrol,12,4.42,808,9287,8831,Low,City,1,272.79
Mini Truck,Diesel,7,6.15,506,2996,355,Medium,Mixed,0,106.18
Truck,Diesel,12,5.49,408,4540,3724,High,City,0,120.5
Mini Truck,Diesel,6,7.24,482,3883,3500,Low,Mixed,1,91.39
Truck,Diesel,11,3.39,475,3462,2073,Low,Mixed,0,183.42
Mini Truck,Petrol,12,8.26,761,3194,2677,Low,City,0,130.76
Mini Truck,Diesel,8,7.17,317,1666,81,High,City,1,64.16
Truck,Diesel,2,3.6,25,10966,4080,Medium,Mixed,0,8.07
Mini Truck,Diesel,5,6.73,885,2392,2390,Medium,Highway,1,183.01
Truck,Diesel,3,3.42,528,3387,1794,Medium,Mixed,1,209.22
Truck,Petrol,11,4.63,54,9858,7760,Medium,City,1,16.9
Truck,Diesel,2,3.79,430,8859,7776,High,Highway,0,158.01
Truck,Diesel,3,3.26,221,6060,5444,Medium,Mixed,1,97.39
Bus,Petrol,2,4.94,616,0,0,Medium,Highway,0,140.32
Van,Diesel,3,10.8,31,1936,800,Medium,Highway,0,3.17
Truck,Petrol,10,4.59,850,7969,7212,Low,City,0,261.21
Mini Truck,Diesel,4,8.66,239,2959,1960,Low,Highway,1,32.9
Truck,Diesel,11,3.38,901,11353,2382,Low,City,0,344.84
Van,Diesel,11,13.52,980,1781,740,Low,City,1,102.32
Truck,Petrol,1,5.61,217,9465,453,High,Mixed,1,52.55
Mini Truck,Petrol,10,9.35,949,1920,1533,Low,City,1,147.99
Van,Diesel,10,12.13,463,1518,153,High,Highway,1,54.81
Truck,Diesel,12,5.67,60,5384,5254,Medium,City,1,18.08
Bus,Petrol,11,4.61,876,1,1,High,Mixed,1,311.12
Bus,Petrol,9,3.98,500,0,0,Medium,Highway,1,156.26
Bus,Diesel,5,4.26,628,1,1,High,Highway,1,221.1
Bus,Diesel,10,3.38,865,1,0,Medium,Mixed,1,339.29
Bus,Petrol,10,3.85,806,0,0,High,Highway,1,287.2
Van,Petrol,12,12.26,837,1157,418,Medium,Mixed,0,91.78
Truck,Petrol,11,3.74,928,8527,2999,High,City,1,396.77
Van,Petrol,8,13.3,570,1663,940,Medium,Highway,1,56.52
Truck,Petrol,2,5.9,88,9440,53,Low,City,1,18.45
Mini Truck,Petrol,9,8.27,72,1815,544,Medium,Mixed,1,12.3
Truck,Petrol,7,4.16,205,4956,1144,Low,City,0,61.86
Truck,Diesel,5,3.32,150,11769,4397,Low,Mixed,1,57.06
Van,Diesel,11,12.4,365,520,114,High,Mixed,1,43.57
Bus,Petrol,4,3.46,880,1,1,Low,Highway,0,311.33
Bus,Diesel,3,4.61,574,1,0,High,Highway,0,154.02
Truck,Petrol,8,3.37,436,7033,6925,Low,Highway,1,169.28
Van,Diesel,4,10.68,707,506,122,Medium,City,1,93.91
Mini Truck,Diesel,4,6.4,749,1335,836,Medium,City,0,162.96
Mini Truck,Petrol,1,8.17,922,2112,840,High,City,1,168.64
Bus,Petrol,1,4.0,641,1,1,Low,City,0,215.35
Truck,Petrol,3,5.36,341,6393,1785,Medium,City,1,88.03
Van,Petrol,4,11.28,722,1461,49,High,Highway,0,81.46
Mini Truck,Diesel,7,8.29,40,2472,1560,Medium,City,1,7.75
Mini Truck,Diesel,7,7.02,395,1936,551,Medium,City,0,77.92
Van,Diesel,10,12.87,849,1726,1087,Low,Highway,1,84.67
Bus,Diesel,4,3.18,114,0,0,High,Mixed,0,48.53
Bus,Diesel,9,4.86,320,1,0,Low,City,1,84.65
Van,Diesel,7,10.87,257,1566,136,Low,Mixed,0,28.37
Van,Petrol,9,11.82,261,1366,343,Low,Highway,0,27.35
Truck,Diesel,5,5.45,147,5928,4374,Medium,Mixed,1,37.95
Van,Diesel,9,14.59,28,1003,805,Medium,Highway,1,2.0
Truck,Diesel,7,3.4,179,3792,1921,Low,Highway,1,65.09
Bus,Petrol,4,3.91,750,0,0,Low,Highway,0,199.34
Truck,Petrol,3,3.0,838,10549,8665,Medium,Mixed,1,390.65
Mini Truck,Petrol,11,9.77,755,2449,2365,High,City,1,132.68
Mini Truck,Diesel,9,9.43,231,1517,74,Low,Mixed,1,29.46
Bus,Diesel,10,4.81,326,1,1,Medium,Highway,1,96.81
Mini Truck,Diesel,1,6.86,170,3615,3073,Medium,Mixed,0,33.68
Bus,Petrol,4,3.28,945,0,0,Medium,City,1,386.3
Mini Truck,Petrol,12,7.86,153,1838,948,Medium,Highway,0,26.41
Van,Diesel,5,11.24,951,1217,952,Medium,Mixed,1,119.69
Truck,Petrol,6,5.46,976,10816,663,Medium,Highway,1,218.88
Bus,Diesel,5,4.84,31,0,0,Low,Highway,1,6.73
Truck,Diesel,9,3.66,44,11537,6082,Medium,City,1,18.74
Mini Truck,Petrol,10,7.31,840,2507,208,High,Mixed,0,163.33
Mini Truck,Petrol,7,9.05,766,1148,1122,High,Mixed,0,129.73
Van,Petrol,6,12.96,293,1400,1300,Low,Highway,0,29.05
Truck,Petrol,5,4.18,330,3686,180,Low,Highway,0,82.95
Mini Truck,Diesel,7,9.2,580,1621,874,High,City,0,97.87
Truck,Diesel,3,5.58,514,7350,5957,Low,Highway,1,113.36
Van,Petrol,2,9.48,651,1441,701,High,City,1,107.11
Bus,Petrol,11,4.33,703,0,0,High,Mixed,1,236.77
Van,Diesel,1,11.6,982,1057,672,High,City,1,130.33
Mini Truck,Diesel,10,7.2,863,2055,436,Low,Mixed,0,145.99
Van,Diesel,8,14.43,537,701,555,Medium,City,1,56.3
Mini Truck,Petrol,5,6.32,512,1665,1276,High,Highway,1,119.07
Truck,Petrol,7,5.45,504,5523,3393,Low,City,1,125.73
Truck,Petrol,4,4.46,622,11058,6493,Low,City,1,186.41
Van,Petrol,4,12.66,183,837,344,High,City,1,20.89
Truck,Diesel,2,3.25,573,3139,614,Medium,City,0,231.26
Van,Diesel,1,11.83,318,566,136,Medium,Mixed,1,36.55
Truck,Diesel,3,5.68,59,8409,1637,High,Highway,0,13.22
Truck,Diesel,3,5.69,293,11034,1761,High,City,0,73.37
Bus,Diesel,2,3.92,678,1,0,High,Mixed,0,228.39
Mini Truck,Diesel,12,7.13,700,2611,1387,Low,Mixed,1,133.5
Mini Truck,Petrol,9,7.23,854,3676,2890,Medium,City,0,173.88
Bus,Petrol,4,3.48,740,0,0,Low,Highway,0,221.44
Truck,Diesel,3,3.32,172,10355,2066,High,Highway,1,70.38
Bus,Petrol,10,3.48,439,1,1,Low,Mixed,1,178.47
Van,Petrol,11,9.2,216,820,400,Medium,Highway,0,30.7
Truck,Petrol,7,3.56,694,11152,7594,Medium,Mixed,1,278.52
Mini Truck,Diesel,6,8.98,694,3897,1729,Medium,Mixed,0,98.76
Truck,Diesel,5,4.25,171,10977,5481,Low,Highway,0,46.68
Mini Truck,Petrol,4,8.88,809,2711,157,Low,Mixed,1,106.76
Bus,Petrol,6,3.01,236,1,0,Low,City,1,96.59
Mini Truck,Diesel,7,9.08,60,3995,3277,Medium,Mixed,1,10.18
Mini Truck,Diesel,5,7.33,662,2668,2413,Low,City,1,129.24
Mini Truck,Diesel,6,9.34,291,1912,920,Medium,Mixed,0,41.17
Van,Petrol,7,10.59,61,1586,469,Low,City,0,8.48
Mini Truck,Diesel,7,6.19,568,1311,560,High,City,0,141.13
Bus,Diesel,8,4.98,566,0,0,High,Mixed,1,164.1
Truck,Diesel,7,4.68,578,8383,2903,High,Highway,0,168.99
Mini Truck,Diesel,6,8.59,121,2965,84,Low,Mixed,1,17.72
Van,Petrol,11,10.54,228,831,436,High,Highway,1,31.99
Truck,Petrol,5,5.99,90,11989,10469,Low,Highway,0,16.22
Truck,Diesel,2,5.34,136,7424,1466,Medium,City,0,32.95
Mini Truck,Diesel,8,8.67,384,2139,341,Low,City,0,54.74
Mini Truck,Diesel,9,9.78,952,3970,74,High,Highway,0,130.45
Van,Diesel,6,9.96,218,1912,1095,Medium,Mixed,1,30.28
Truck,Petrol,7,5.38,846,10084,1696,High,City,0,231.35
Van,Diesel,10,12.82,734,1700,1531,Low,Mixed,0,77.5
Mini Truck,Petrol,7,7.29,941,2510,815,Low,Highway,1,152.17
Van,Diesel,10,11.13,684,1861,762,Medium,City,0,89.53
Bus,Petrol,2,3.27,628,0,0,High,Mixed,0,252.76
Van,Petrol,8,12.32,799,1629,1486,Medium,Highway,0,87.41
Bus,Diesel,5,4.07,59,1,1,Low,Highway,1,17.66
Van,Petrol,7,15.0,890,1074,696,Medium,Highway,1,77.72
Truck,Petrol,5,5.22,46,9666,372,Medium,City,0,10.78
Truck,Diesel,9,4.81,136,4640,2969,Low,City,1,39.69
Bus,Diesel,3,4.15,257,0,0,Low,City,1,75.66
Truck,Petrol,9,4.97,790,4645,3306,Low,City,1,224.58
Truck,Petrol,5,5.22,116,5242,563,High,Highway,0,26.96
Mini Truck,Diesel,8,9.24,129,2662,2219,Medium,Highway,0,18.47
Truck,Petrol,3,3.56,501,4701,137,Low,Mixed,0,155.14
Van,Diesel,7,9.03,610,1571,559,High,Highway,1,95.76
Van,Diesel,7,10.27,217,1865,795,High,City,1,33.2
Van,Petrol,10,11.47,295,1684,589,Low,Mixed,0,30.22
Mini Truck,Petrol,11,8.42,137,1005,1001,Medium,Mixed,0,23.54
Bus,Diesel,10,3.37,707,0,0,Low,Highway,0,229.87
Van,Diesel,12,9.28,156,647,404,Low,City,0,23.62
Truck,Diesel,12,3.33,129,3225,1693,Medium,Highway,1,54.47
Van,Diesel,12,12.89,352,752,377,Medium,City,1,38.99
Mini Truck,Diesel,11,6.58,212,2594,1446,High,Mixed,0,48.8
Mini Truck,Petrol,5,7.75,463,2032,6,Medium,Highway,0,68.54
Truck,Petrol,9,3.87,922,9773,1809,Medium,Highway,1,304.16
Bus,Diesel,7,4.54,620,1,0,Medium,City,1,187.35
Van,Petrol,4,13.13,419,1064,976,Medium,Highway,1,42.34
Van,Petrol,3,9.1,517,980,660,Medium,Highway,0,70.7
Truck,Petrol,12,4.11,121,7174,5651,Medium,Mixed,1,42.96
Mini Truck,Diesel,2,8.27,940,1438,494,Medium,City,0,152.67
Van,Petrol,9,9.02,806,540,335,High,Mixed,1,138.68
Bus,Diesel,8,3.39,770,0,0,Medium,Mixed,1,299.83
Bus,Petrol,10,3.4,118,1,1,Medium,City,0,53.03
Van,Petrol,1,14.15,797,1230,965,Low,Mixed,1,71.31
Mini Truck,Diesel,7,9.83,125,1067,156,High,Highway,0,14.92
Mini Truck,Diesel,4,7.87,94,3191,3025,Low,Mixed,1,13.85
Van,Diesel,12,10.29,57,1259,198,Medium,Highway,1,5.29
Truck,Petrol,11,4.77,115,10370,3425,Medium,Highway,0,30.93
Truck,Petrol,10,4.61,507,6951,361,High,City,0,163.31
Truck,Petrol,4,5.39,110,8418,1639,High,Mixed,0,26.16
